16.09.2007;Maier;1429670339571291;Dm;16,87
12.10.2007;Mally;7341247641887864;Hervis;587,79
11.04.2009;Schimbäck;4861749166865115;Eybl;974,93
23.09.2009;Kulig;0896388906596503;Eybl;132,27
05.01.2008;Michalik;1771914536488775;Hervis;544,66
18.06.2009;Niedermayr;9256328210666928;Adeg;991,74
04.02.2010;Michalik;1771914536488775;MediaMarkt;194,91
17.09.2009;Pernsteiner;9096011694165260;Bellaflora;310,37
23.01.2010;Niedermayr;9256328210666928;Bipa;612,50
29.06.2009;Pöschko;0380279935255026;Adeg;23,32
25.06.2008;Maier;1429670339571291;Dm;892,14
14.09.2009;Pöschko;0380279935255026;Baumax;474,01
30.01.2009;Mally;7341247641887864;Thalia;637,82
04.10.2009;Kraus;7875259492246491;Dm;995,42
26.09.2007;Pernsteiner;9096011694165260;Baumax;961,79
06.03.2010;Kulig;0896388906596503;Adeg;190,92
03.06.2008;Niedermayr;9256328210666928;Eybl;101,93
10.11.2008;Pöschko;0380279935255026;Eybl;241,64
15.03.2009;Mayer;6288081682946785;Eybl;907,13
30.06.2009;Niedermayr;9256328210666928;MediaMarkt;778,13
10.09.2007;Niedermayr;9256328210666928;Adeg;608,93
19.09.2007;Kulig;0896388906596503;Bipa;873,16
04.06.2010;Mally;7341247641887864;Dm;557,46
21.01.2008;Michalik;1771914536488775;Hervis;325,03
27.02.2008;Kulig;0896388906596503;Bipa;541,20
09.09.2008;Maier;1429670339571291;Thalia;553,23
27.03.2008;Mally;7341247641887864;Fussl;460,13
25.11.2009;Maier;1429670339571291;Dm;150,27
18.12.2008;Mayer;6288081682946785;Hervis;509,97
24.02.2010;Pöschko;0380279935255026;Baumax;438,66
20.11.2008;Kraus;7875259492246491;Dm;702,19
13.11.2008;Kulig;0896388906596503;Fussl;457,96
05.02.2010;Pernsteiner;9096011694165260;Dm;283,21
23.09.2009;Mayer;6288081682946785;Adeg;263,99
15.08.2009;Michalik;1771914536488775;Eybl;839,75
28.10.2007;Pöschko;0380279935255026;Fussl;202,15
22.12.2007;Mally;7341247641887864;Eybl;466,90
01.12.2008;Mally;7341247641887864;MediaMarkt;304,29
10.04.2009;Schimbäck;4861749166865115;Dm;662,88
06.12.2007;Mally;7341247641887864;Dm;299,10
24.02.2009;Schimbäck;4861749166865115;Bellaflora;799,26
02.01.2009;Maier;1429670339571291;Fussl;862,06
25.01.2009;Maier;1429670339571291;Baumax;327,48
28.09.2008;Mally;7341247641887864;Fussl;588,89
10.05.2008;Kulig;0896388906596503;Baumax;788,93
30.09.2008;Pöschko;0380279935255026;Bipa;637,21
23.01.2008;Michalik;1771914536488775;Thalia;239,64
11.08.2008;Schimbäck;4861749166865115;Bipa;80,99
28.12.2009;Kulig;0896388906596503;Adeg;480,54
24.09.2007;Kraus;7875259492246491;Thalia;36,35
04.01.2009;Maier;1429670339571291;Eybl;573,43
09.02.2010;Pöschko;0380279935255026;Hervis;157,30
12.05.2008;Kulig;0896388906596503;Baumax;240,30
